Timestamp, Electrode 1, Electrode 2, Electrode 3, Electrode 4, Electrode 5, Electrode 6, Electrode 7, Electrode 8, Marker
2615,-5,-6,-9,-11,-48,-32,0,2,0
2620,-6,-6,-1,22,67,40,-1,-3,0
2625,10,8,4,-7,-24,-17,7,-3,0
2630,-6,-12,-4,5,5,2,-37,0,0
2635,-1,3,1,-8,-20,-20,-6,-9,0
2640,0,-2,-7,-9,-14,1,0,-3,0
2645,2,-11,-4,0,16,15,-4,-5,0
2650,-13,1,4,-1,-5,-12,-4,-8,0
2655,-3,0,-2,-2,9,9,8,-1,0
2660,8,-5,-1,-7,-18,-10,-9,9,0
2665,-1,7,6,7,21,7,-4,-2,0
2670,-2,1,-2,-6,-15,-9,-16,-4,0
2675,1,-3,-2,-4,-6,-7,0,-2,0
2680,3,1,-2,2,19,18,-4,4,0
2685,-4,4,3,1,9,14,26,-5,0
2690,-19,4,4,-7,-36,-32,-5,-17,0
2695,18,-15,-5,16,58,51,30,17,0
2700,1,-5,-6,-7,-3,-11,-60,5,0
2705,-7,0,2,1,3,14,8,2,0
2710,4,-4,-5,-5,-11,-11,-4,-5,0
2715,-19,-1,0,-3,-4,-10,-40,-12,0
2720,1,-4,-8,-10,-28,-4,8,-7,0
2725,6,1,1,2,9,-2,-4,5,0
