C1,C2,C3,C4,C5,C6,C7,C8,Marker
6,3,5,10,12,-38,-27,-7,NAN
-7,-2,-26,-28,-32,5,52,6,NAN
-15,-8,-5,11,0,1,-22,-15,NAN
-12,3,9,-10,-20,-41,-29,2,NAN
3,2,6,6,1,4,-16,-4,NAN
7,0,2,2,13,-9,-29,10,NAN
7,-1,-38,2,5,11,26,7,NAN
21,11,45,5,7,18,8,-29,NAN
-17,-5,-28,-16,-17,-4,15,-4,NAN
-3,4,-8,17,26,29,-9,-3,NAN
-1,-5,8,-9,-4,-10,-2,-20,NAN
-5,-2,7,3,-18,-44,6,20,NAN
4,-6,-5,-9,-3,24,5,21,NAN
-19,-11,-20,-5,-7,-1,-3,-4,NAN
2,-5,0,3,10,15,62,12,NAN
-1,-10,-19,-18,-40,-73,-19,-35,NAN
-31,4,13,0,-1,32,-41,-15,NAN
17,-9,-21,-9,-6,-41,-6,11,NAN
-5,4,5,9,15,31,29,-22,NAN
27,0,7,9,17,-4,-47,22,NAN
9,12,22,7,12,20,-3,-4,NAN
-24,-7,-7,-18,-36,-25,4,-9,NAN
7,-4,-20,-7,-3,-3,-27,6,NAN
-13,-4,-11,-6,-6,-8,42,-8,NAN
15,4,9,1,-5,18,-6,-3,NAN
-22,-1,4,7,3,72,62,-20,NAN
27,-2,-4,-6,-11,-93,36,36,NAN
17,-2,-3,-9,-15,34,-50,-41,NAN
-11,2,3,-2,-1,-43,26,29,NAN
-13,-6,-12,1,5,0,-25,-25,NAN
4,4,1,0,12,50,51,0,NAN
2,-1,8,14,-2,17,4,-12,NAN
-9,-8,-23,-11,-21,-42,-59,-16,NAN
11,14,16,-3,2,10,44,12,NAN
-8,-2,-9,-10,-9,4,26,25,NAN
-5,5,13,-6,2,0,14,-3,NAN
13,4,7,1,-6,-12,-69,-2,NAN
-51,-1,6,-3,12,-10,-34,-90,NAN
20,-1,-2,-12,-34,4,56,92,NAN
-13,-20,-27,-1,8,13,-26,-55,NAN
9,-1,5,6,-2,-35,-32,40,NAN
-4,-1,14,8,16,98,42,11,NAN
4,2,1,-4,-18,-89,-57,-42,NAN
9,0,-11,-11,-18,-40,-39,11,NAN
-2,-5,-10,1,7,40,10,-26,NAN
17,-6,-17,-3,10,15,19,42,NAN
4,-1,-4,-9,-6,-3,-1,-16,NAN
4,-1,2,-3,-15,-18,-46,7,NAN
1,-3,-8,-13,-5,1,23,4,NAN
-5,-2,-20,1,-2,-17,0,-8,NAN
-14,3,5,-7,4,14,-8,-1,NAN
-10,-2,-5,-5,2,14,16,-8,NAN
-11,-4,-10,0,-3,2,-14,-16,NAN
17,-4,-27,-9,-12,-21,-52,8,NAN
-1,10,26,8,10,-13,4,-26,NAN
-18,-15,-44,-4,9,18,-20,-7,NAN
-7,6,30,8,-12,-10,1,54,NAN
11,-8,1,-1,16,73,90,31,NAN
-14,17,9,4,2,-7,2,-38,NAN
-9,0,0,2,-1,29,7,-3,NAN
22,15,6,9,10,15,17,9,NAN
-11,1,8,2,3,-16,-7,1,NAN
-3,-13,-11,-6,-15,2,-3,-19,NAN
-2,3,8,-9,-9,-17,-6,-6,NAN
7,-16,-12,3,5,-1,4,7,NAN
-12,-19,-6,-7,-8,-2,-15,0,NAN
-6,-20,1,-14,-16,25,14,2,NAN
7,0,0,4,-10,-88,-38,0,NAN
8,-10,-1,4,3,-9,-89,-36,NAN
-13,-23,-44,-6,6,27,98,37,NAN
10,31,81,13,18,0,52,-1,NAN
-9,-4,-15,2,2,15,-70,-15,NAN
5,5,6,-23,-47,-29,0,-4,NAN
3,16,43,21,25,78,125,58,NAN
-5,-13,-19,1,11,-19,-29,10,NAN
5,-11,-4,-9,-9,-7,-20,-4,NAN
-11,-24,-39,-9,-1,4,23,-19,NAN
2,6,-2,-8,-17,-10,-2,-5,NAN
2,10,19,-8,5,10,-2,4,NAN
-1,30,22,13,-2,-23,-18,-18,NAN
5,1,-10,0,5,4,17,23,NAN
-8,19,20,-3,-10,-4,-23,-19,NAN
7,-9,-30,0,0,4,22,13,NAN
0,-2,33,1,4,9,11,1,NAN
-21,-1,-24,-2,-1,-12,5,-8,NAN
-6,0,-3,-11,-16,-12,-62,-22,NAN
38,18,27,12,7,-11,-36,21,NAN
-30,-30,-37,-17,-10,-14,-76,-24,NAN
1,11,35,6,18,89,63,51,NAN
-11,-13,-33,-9,-3,18,-19,-22,NAN
-1,7,3,-3,-7,-22,-3,-5,NAN
-9,-5,8,-3,7,22,-8,-1,NAN
-8,-4,15,0,-1,13,3,-10,NAN
13,27,14,-2,-11,13,13,21,NAN
-14,-6,-16,-17,-10,-10,-6,-15,NAN
-6,-13,-11,3,-5,0,11,14,NAN
-1,-14,-17,-3,4,-24,-16,-13,NAN
-2,9,16,1,7,10,3,-10,NAN
2,3,36,10,10,19,11,24,NAN
-10,-10,-12,-3,9,15,8,-2,NAN
-4,3,-29,-17,-23,2,21,-3,NAN
-4,-7,3,8,1,-68,-69,-15,NAN
-4,-12,-18,-1,6,18,14,15,NAN
-20,-24,-34,-18,-16,-28,-74,-1,NAN
-1,15,9,0,1,75,95,-8,NAN
13,-9,-12,2,-13,-102,-56,-2,NAN
9,-4,22,4,6,34,7,26,NAN
-5,-13,-22,-8,-2,17,-1,-22,NAN
-10,-14,-23,-2,9,12,-38,-19,NAN
11,17,31,-5,-5,-15,-8,13,NAN
-5,-3,6,4,0,2,35,-11,NAN
3,-9,-12,-5,-3,1,35,13,NAN
8,-10,-5,2,1,3,-4,10,NAN
2,14,19,7,7,32,11,-26,NAN
-10,9,12,11,6,-8,9,-7,NAN
3,2,-17,-6,-2,21,4,1,NAN
-12,0,-4,-10,-15,-50,-36,-33,NAN
19,5,4,-5,-13,14,34,37,NAN
-10,-8,-18,-6,4,18,-10,-21,NAN
7,13,29,6,-1,-39,-11,4,NAN
-9,-13,-17,-2,10,35,29,1,NAN
2,2,7,1,-1,-9,4,-2,NAN
13,5,27,7,-3,-35,-14,17,NAN
-8,-4,-9,-5,-9,3,69,16,NAN
-9,2,8,1,2,4,-8,-5,NAN
17,3,9,0,-1,-11,-33,-10,NAN
-4,-9,1,-1,-6,-13,31,10,NAN
-11,-13,-17,0,2,4,-8,-11,NAN
-7,4,-7,-4,0,-12,12,-29,NAN
19,1,-16,-9,-13,-12,-37,33,NAN
-4,12,19,-1,1,-10,-18,-10,NAN
-2,0,-6,7,6,21,-7,-10,NAN
-10,-9,-23,-6,-6,-6,19,-1,NAN
15,5,-1,-1,4,-14,-4,24,NAN
5,7,24,0,-4,-29,-23,-3,NAN
-4,-17,-42,1,7,25,26,6,NAN
12,11,3,-10,-17,-17,-6,-10,NAN
-15,-16,-19,-9,-18,6,-7,-15,NAN
1,0,-15,-2,4,9,-22,-4,NAN
-13,5,9,8,13,-33,3,-8,NAN
-8,-22,-34,-6,3,9,-1,-13,NAN
3,10,28,12,11,14,-25,-7,NAN
13,2,-9,-7,-16,-27,0,28,NAN
1,5,7,1,3,-8,-19,-20,NAN
0,-8,-4,1,5,24,11,14,NAN
-13,2,11,0,-7,10,-7,27,NAN
-8,-12,-10,-5,5,22,-4,-19,NAN
-4,-3,-6,-7,0,-3,27,7,NAN
-3,2,6,-3,0,2,43,4,NAN
3,-9,-13,2,-2,-10,-21,-14,NAN
6,10,20,3,8,25,8,-4,NAN
-6,5,5,10,0,-17,2,1,NAN
5,-13,-30,-11,-16,-8,-26,6,NAN
2,-1,15,-1,4,17,-3,-8,NAN
-5,-4,-8,-4,0,-9,-22,-14,NAN
-3,-3,4,4,8,12,22,0,NAN
2,-3,-10,-6,-15,-16,5,-19,NAN
-3,-8,-6,-1,4,-2,-40,15,NAN
5,0,-3,1,-5,-25,36,20,NAN
-19,-7,-12,-8,-5,48,12,-40,NAN
22,15,25,10,-3,-79,-86,7,NAN
-2,-13,-22,-11,-3,59,11,3,NAN
11,-1,8,2,-4,7,57,21,NAN
-8,7,9,1,-4,-9,-12,-13,NAN
3,-2,0,1,7,-7,-40,6,NAN
6,4,8,3,3,-20,9,16,NAN
-10,-4,-2,-3,-15,14,-9,-12,NAN
-3,-5,-16,-6,0,-29,-2,6,NAN
-10,-1,12,-3,0,17,-3,-16,NAN
9,4,10,5,-7,-35,-13,14,NAN
-2,-9,-12,-9,1,17,13,-12,NAN
-1,-4,-9,-2,-3,30,29,6,NAN
-27,-3,-14,4,4,-41,11,-34,NAN
2,9,11,-2,-4,-36,-8,-39,NAN
3,-6,-5,0,-2,13,-35,12,NAN
2,-2,8,2,-7,-63,-83,31,NAN
0,-5,-8,-4,4,33,110,14,NAN
-5,-8,-9,-3,-1,-6,-77,-22,NAN
-3,12,13,-4,-5,14,22,11,NAN
-8,5,5,8,7,11,54,-2,NAN
1,-1,0,2,9,10,-35,-3,NAN
-4,1,2,1,-8,-10,-59,-7,NAN
4,3,1,-5,-4,-6,26,10,NAN
6,-1,3,-3,1,-8,29,10,NAN
-4,-5,-14,1,12,26,-23,-24,NAN
9,11,14,4,-5,-30,14,19,NAN
-12,-6,-18,-14,-9,16,-19,-30,NAN
15,-2,13,-3,-10,-37,21,5,NAN
1,1,-13,0,0,3,18,-9,NAN
-2,14,19,7,1,9,30,42,NAN
-9,-2,7,-4,-9,-4,8,-44,NAN
-16,-18,-11,2,-1,32,49,-17,NAN
-5,-17,-32,-6,-8,-14,-37,-6,NAN
-2,13,17,-2,-9,-7,-42,-19,NAN
-5,-11,-16,-8,-3,22,-7,-10,NAN
3,3,-22,-12,0,22,-1,3,NAN
12,14,26,12,0,-48,18,16,NAN
8,-3,6,1,-3,8,8,5,NAN
-8,-7,7,4,6,21,19,-19,NAN
1,-2,-4,-4,1,-15,9,9,NAN
-14,-6,5,-1,5,31,-3,3,NAN
8,2,-2,0,-3,-34,-7,5,NAN
6,0,7,0,4,10,-33,6,NAN
3,7,12,2,-1,1,-18,-23,NAN
-12,-18,-25,-8,-6,-7,-3,-17,NAN
17,9,6,3,-7,-30,-10,12,NAN
-7,9,15,2,4,35,2,-5,NAN
10,7,5,2,4,-29,-48,13,NAN
10,-3,-9,-7,-6,14,66,11,NAN
-9,-4,-7,-1,-7,-21,-37,-12,NAN
5,-1,8,6,3,-30,-79,-18,NAN
-11,-3,-4,-4,-8,-7,22,15,NAN
17,5,1,1,3,4,19,10,NAN
-14,-8,-1,-7,-7,-8,1,-31,NAN
3,4,6,7,3,-17,-18,-4,NAN
9,-2,2,-3,2,21,31,4,NAN
-16,-6,-10,-6,-8,-1,-13,-5,NAN
-2,-2,-6,3,6,-6,9,-2,NAN
8,-1,-5,-2,1,1,15,8,NAN
-1,17,13,7,9,24,11,2,NAN
-3,-5,-11,-1,0,17,6,-9,NAN
-17,-22,-12,3,0,-39,-42,-4,NAN
8,6,2,-7,-13,8,-14,-12,NAN
3,2,6,-6,-15,-41,-24,19,NAN
0,9,14,4,17,30,24,0,NAN
-11,-8,-12,-6,-6,1,-8,-20,NAN
-8,-7,-4,1,-2,10,-20,-14,NAN
12,2,2,0,6,20,61,35,NAN
5,-5,-1,0,-13,-30,-11,-2,NAN
-10,-9,-10,-8,-4,17,36,15,NAN
0,6,14,7,7,-45,-77,-20,NAN
7,22,29,6,8,19,18,9,NAN
-3,-9,-9,-6,-9,-1,18,7,NAN
-13,-10,-16,-2,2,4,16,-28,NAN
7,10,9,2,3,-6,-37,9,NAN
-5,-10,-15,-5,-5,-20,-5,-22,NAN
0,6,17,2,2,8,46,25,NAN
5,-4,-3,-1,1,-14,-37,-16,NAN
-1,4,11,6,-7,-13,9,-7,NAN
9,2,9,-2,4,21,-25,14,NAN
-4,-9,-16,-10,-3,-1,-18,-24,NAN
12,-19,-31,-3,2,6,-18,32,NAN
1,16,20,-2,-12,-43,-58,-26,NAN
-1,4,15,-1,-3,10,50,28,NAN
3,-9,-8,-5,-2,-2,-18,-28,NAN
-1,2,4,2,0,18,16,35,NAN
-3,-10,-13,-1,8,22,66,-21,NAN
-11,-6,-9,0,-10,-24,-50,8,NAN
-1,8,14,2,7,-17,-41,-23,NAN
-2,-7,-6,-4,0,29,60,17,NAN
-4,2,8,9,5,3,19,-1,NAN
-11,-1,-4,-4,-5,3,-11,-39,NAN
19,1,0,4,4,2,10,48,NAN
-5,4,12,2,6,-2,-39,-26,NAN
2,-16,-32,-5,-2,-9,11,24,NAN
-6,2,-4,-7,-12,-29,-22,-27,NAN
-5,-19,-30,-14,-1,35,33,11,NAN
19,22,19,8,2,-22,-26,40,NAN
-12,-11,-16,-5,-3,60,1,-15,NAN
-1,9,14,8,10,-93,-31,-7,NAN
-17,-5,-5,2,6,16,5,18,NAN
0,-6,4,-1,-7,33,-2,-19,NAN
1,-1,2,1,10,-30,17,10,NAN
-9,-3,-13,-5,-1,74,64,0,NAN
-1,5,17,-2,-4,28,1,-3,NAN
1,-1,-3,-4,0,23,-33,-23,NAN
-2,-1,-13,-14,-27,-35,5,8,NAN
11,8,13,-8,2,46,18,-4,NAN
-8,-2,-5,5,-1,-19,2,-5,NAN
-9,-2,0,3,-1,-10,-17,-29,NAN
11,-1,3,8,9,6,-5,34,NAN
5,-2,2,-3,-10,-16,-19,15,NAN
-18,-7,-17,-14,-7,-8,11,-13,NAN
5,1,-6,-2,-2,17,-26,-18,NAN
13,13,25,7,5,0,68,36,NAN
-9,-2,0,2,13,75,107,3,NAN
-1,-5,3,-3,-19,-60,-52,-9,NAN
16,2,-2,1,-6,-33,-29,27,NAN
1,2,6,2,5,19,4,-50,NAN
7,4,11,-2,-11,-41,19,18,NAN
-8,8,12,6,9,8,19,16,NAN
-4,-3,-1,1,-3,-68,-55,-18,NAN
-1,-4,-3,-2,-5,5,-18,-12,NAN
1,10,24,10,7,-13,-22,14,NAN
-10,-13,-24,-6,11,72,115,14,NAN
13,8,9,7,1,4,-96,-19,NAN
3,-3,-6,-2,2,-35,-5,38,NAN
-16,-9,-8,-2,-9,-22,-1,-28,NAN
7,-6,-8,1,2,2,-9,18,NAN
4,2,1,-2,-6,-7,-6,-10,NAN
-8,0,-2,-2,-1,3,-36,-38,NAN
-18,-10,-14,-3,-9,27,-15,-58,NAN
8,2,0,-2,-1,-12,-62,29,NAN
3,5,10,-4,-4,-10,-42,-6,NAN
-3,0,-5,0,3,4,32,-7,NAN
-13,-15,-27,-12,0,11,53,17,NAN
11,18,15,5,-1,2,11,-15,NAN
2,-1,6,-10,-13,0,-41,-5,NAN
-11,-10,-8,5,-2,-68,-91,-27,NAN
10,-1,4,5,15,79,47,53,NAN
-7,-8,-10,3,-1,-85,-9,-28,NAN
-10,4,15,5,-4,-51,-27,-22,NAN
-17,-5,-11,-3,4,49,30,-11,NAN
29,0,-1,0,0,-49,-6,32,NAN
-3,-3,-5,-2,1,-6,29,-30,NAN
29,1,-5,-11,-10,-6,-2,43,NAN
-10,-2,4,-2,1,13,-32,-21,NAN
1,0,-9,-1,5,8,15,1,NAN
18,9,12,10,4,-24,-107,-9,NAN
-17,-4,-1,-1,2,6,31,4,NAN
6,-1,1,4,-1,5,-10,0,NAN
-11,-5,-3,-9,-14,-27,-5,-23,NAN
-10,5,8,10,9,6,-13,-8,NAN
3,3,-4,-4,-10,-3,-10,1,NAN
0,-2,3,-6,1,32,48,2,NAN
0,6,10,6,1,16,-13,-8,NAN
10,5,10,5,3,-44,-48,2,NAN
-6,1,1,3,0,-14,-23,-11,NAN
3,-6,-14,-11,-8,16,7,-9,NAN
10,9,10,0,8,21,83,23,NAN
8,0,-1,3,6,20,0,-1,NAN
1,0,1,3,2,-36,-4,3,NAN
-17,-9,-7,-8,-7,35,32,1,NAN
-12,-2,10,7,5,-31,-65,-44,NAN
6,-1,-8,-6,-16,-15,3,31,NAN
0,0,-6,1,4,9,6,-8,NAN
8,19,26,1,-1,20,12,-10,NAN
3,6,7,4,12,30,20,11,NAN
8,-2,-7,-7,-1,0,67,23,NAN
-2,-1,6,3,0,11,12,0,NAN
1,-1,-5,-11,-2,15,22,11,NAN
-7,-2,-2,-8,-5,34,30,-9,NAN
-17,-1,-5,-1,-2,-24,-22,-41,NAN
6,5,4,2,2,27,67,44,NAN
-3,-14,-4,4,-6,-62,-128,-36,NAN
-11,-3,-5,0,2,-4,12,-11,NAN
-6,-4,-7,-5,-1,-15,-35,-7,NAN
-3,-6,-3,-7,-14,46,14,-15,NAN
-11,2,-1,0,-4,-15,29,6,NAN
5,-10,-17,3,7,-21,-16,-7,NAN
0,6,16,0,0,3,-25,8,NAN
2,-4,-1,2,4,2,-19,0,NAN
-3,5,9,-1,-5,-8,-33,-22,NAN
6,-10,-15,-6,-3,-54,29,57,NAN
-7,5,9,3,6,41,56,-24,NAN
3,-5,-2,2,-2,-27,-97,11,NAN
-7,-5,-6,-3,4,38,47,7,NAN
0,2,-3,1,3,-11,-50,-21,NAN
-4,7,-5,-7,-1,51,16,20,NAN
-17,-10,-14,-3,6,14,22,-27,NAN
34,1,2,7,6,-40,-34,43,NAN
-8,-7,-15,-3,9,41,-10,-13,NAN
3,10,10,6,2,-25,-2,-1,NAN
-3,2,4,-11,-10,17,3,-25,NAN
-11,-5,-9,-4,-10,-11,5,-12,NAN
-2,-3,-3,-5,-1,4,13,8,NAN
6,-4,-3,2,-3,-5,-12,-15,NAN
-5,3,5,5,4,-4,1,10,NAN
-10,-8,-7,4,8,-8,-10,-8,NAN
2,4,8,2,-6,-13,-46,-13,NAN
-9,0,3,-4,-7,-4,19,-19,NAN
10,-2,-9,2,13,52,91,42,NAN
-2,-2,1,4,-8,-78,-35,-38,NAN
12,-4,-1,1,-4,-2,-8,15,NAN
-11,-3,4,1,8,23,50,11,NAN
-11,0,3,6,9,13,-44,-30,NAN
-6,-3,-6,-12,-20,-6,3,24,NAN
-14,-2,-5,-10,-13,-20,-8,-27,NAN
20,-2,-3,3,14,4,-24,22,NAN
-1,0,1,2,8,0,27,15,NAN
-4,0,4,4,3,1,-9,-1,NAN
-2,-2,-3,-9,-6,-4,-27,-20,NAN
0,6,5,-6,-12,-10,2,-6,NAN
-3,4,8,9,11,10,1,7,NAN
-3,-10,-29,-14,-8,-7,-7,-13,NAN
1,4,3,-14,-28,-33,-10,3,NAN
-10,-8,-3,-8,1,70,20,-9,NAN
8,7,-2,13,11,-24,11,12,NAN
5,12,27,18,33,-33,-68,-12,NAN
-17,1,4,11,7,4,38,-38,NAN
25,-2,-7,13,29,16,51,45,NAN
-7,-4,-14,-20,-30,10,7,-6,NAN
-9,-7,-12,-18,-59,-1,-12,-5,NAN
9,-7,10,24,43,23,-69,-22,NAN
3,-5,4,9,23,9,28,6,NAN
-4,-5,-1,-9,-34,-16,-29,-2,NAN
-9,-4,-8,-14,-17,-10,-25,-19,NAN
-1,6,11,-4,-5,-13,4,12,NAN
-7,-4,-9,-2,1,38,18,-10,NAN
6,6,5,16,28,-33,-10,7,NAN
5,-8,-3,-9,-17,-16,-66,-26,NAN
-21,-7,-4,-10,-28,-5,26,-13,NAN
-1,2,6,5,19,2,2,-4,NAN
-15,-7,-16,-1,5,-7,4,-27,NAN
-3,14,26,-2,-11,-9,73,2,NAN
12,-10,-17,-1,-5,-40,-82,13,NAN
-9,1,-2,9,30,16,17,-12,NAN
6,-2,-20,-8,-23,28,20,17,NAN
-4,-3,24,-5,-3,0,8,-8,NAN
-5,-2,-8,-14,-47,-10,35,-2,NAN
-3,-9,-6,-3,8,-22,-51,-19,NAN
-8,-7,-6,4,29,29,-1,-6,NAN
9,6,-5,8,-8,-35,83,47,NAN
-9,-4,2,7,11,-16,23,12,NAN
11,-11,-19,-8,-3,-6,-95,-19,NAN
1,3,6,-7,-9,-4,-10,4,NAN
-20,-15,-34,-7,-12,0,54,-5,NAN
7,8,32,7,-6,0,-42,7,NAN
-1,3,-9,0,1,-20,-23,-6,NAN
3,4,3,1,13,34,30,9,NAN
2,4,-5,-1,5,12,62,2,NAN
2,2,6,8,14,-31,-79,-27,NAN
4,-8,-16,-13,-20,1,41,17,NAN
-1,-7,-17,0,2,11,26,12,NAN
-1,11,1,6,17,3,9,-12,NAN
-3,2,0,-3,13,26,-4,9,NAN
-3,-3,1,4,-11,-26,-4,3,NAN
13,9,12,1,-6,6,84,21,NAN
-13,-11,2,8,14,13,-85,-29,NAN
-10,7,10,-24,-9,1,45,29,NAN
9,-6,3,10,4,12,-5,-3,NAN
-1,9,-6,-1,8,-69,77,20,NAN
23,1,2,-2,-19,28,-93,-24,NAN
-6,-9,-4,-4,17,49,13,4,NAN
-5,-9,-23,-1,0,-2,22,7,NAN
0,4,10,21,48,41,34,-11,NAN
-6,-3,-2,-5,-24,-70,-88,-11,NAN
25,-11,-20,-14,-29,-8,-33,14,NAN
-13,2,-3,-4,0,-9,20,7,NAN
16,12,14,8,-1,13,-5,-3,NAN
-6,-1,-7,1,23,14,12,-8,NAN
-15,4,8,-6,-2,69,97,3,NAN
2,-8,-6,-3,5,-75,-59,-32,NAN
15,1,1,-6,-11,-33,-51,11,NAN
-23,-9,2,-3,-3,35,-37,-7,NAN
-16,-14,-9,0,6,27,82,28,NAN
4,12,10,19,39,15,74,-13,NAN
-6,-5,-12,-13,-31,37,28,-8,NAN
14,-4,-11,-10,-20,-39,64,-13,NAN
-1,12,36,6,1,22,36,-2,NAN
-8,-11,-5,-9,-22,10,38,16,NAN
-8,-2,5,8,24,33,-11,-16,NAN
6,5,1,18,44,14,-30,4,NAN
-14,-3,-8,-1,0,-48,-43,-12,NAN
-13,-8,-1,-10,-20,10,18,4,NAN
26,11,14,16,24,-10,-49,-2,NAN
-19,-13,-12,-6,-5,17,-19,8,NAN
1,-4,10,7,0,-19,-40,-23,NAN
-22,-10,-17,-7,7,96,121,41,NAN
-14,-12,-11,-4,-7,-77,-114,-95,NAN
-5,-4,3,-7,-21,75,83,67,NAN
-9,-21,-10,8,5,-71,3,-15,NAN
33,2,2,-4,-15,35,59,28,NAN
1,4,-3,-2,16,52,35,43,NAN
0,11,11,16,21,-70,-98,-7,NAN
-2,0,-7,-25,-65,-2,-12,-2,NAN
9,11,4,-1,7,-112,-113,-50,NAN
6,5,3,-7,-17,12,120,33,NAN
-21,-2,-5,15,20,55,13,23,NAN
7,2,-6,1,5,-1,-54,-12,NAN
5,4,16,5,-3,-58,44,25,NAN
-8,-1,-12,-17,12,62,-26,-14,NAN
20,6,17,-2,-25,-41,-66,-43,NAN
46,5,4,2,-3,-25,-42,14,NAN
-39,-9,-14,-10,4,43,94,-4,NAN
-15,-8,-21,1,13,26,-10,-21,NAN
5,15,40,-4,-22,-17,43,17,NAN
-8,0,-5,-9,-12,32,24,-17,NAN
3,0,8,-6,-23,-81,-84,-26,NAN
12,10,15,10,19,-11,126,52,NAN
11,-12,-19,4,8,-3,-19,-12,NAN
-10,2,-4,6,6,23,11,10,NAN
-12,-2,11,-2,0,51,18,-9,NAN
-9,6,6,-16,-12,14,-68,-40,NAN
-14,-5,-15,-3,-9,-100,-21,11,NAN
-22,-19,-20,0,12,37,58,-15,NAN
11,9,11,4,-7,40,14,9,NAN
21,8,7,8,5,-30,-30,-23,NAN
-10,-16,-17,-18,-37,-3,32,17,NAN
-10,2,20,4,18,27,-27,-2,NAN
-3,-10,-18,-3,-3,-18,-53,-29,NAN
-10,-8,-22,-13,-7,28,61,17,NAN
5,4,18,11,1,-48,-5,-11,NAN
-5,1,-1,-2,-10,-68,10,0,NAN
18,4,-1,0,0,57,50,9,NAN
4,-9,-13,-1,-1,-15,-38,21,NAN
-4,-1,-15,-4,22,33,-12,-6,NAN
-7,4,11,2,-11,-37,0,-7,NAN
-9,-1,3,-3,4,7,46,1,NAN
7,8,4,2,-6,-3,-58,-14,NAN
19,2,-15,-6,-12,17,42,20,NAN
1,-10,-8,2,10,-3,13,12,NAN
5,12,48,6,8,38,5,-5,NAN
7,-3,-6,-6,-20,-80,-91,-2,NAN
2,-4,-14,-9,-8,8,-31,-15,NAN
3,1,-1,-1,-3,9,65,35,NAN
-5,-2,13,-5,-19,-14,-29,-15,NAN
-13,-5,5,8,15,32,23,-12,NAN
0,-4,-10,-3,17,25,41,4,NAN
-6,2,5,4,-9,-31,-27,-11,NAN
1,-5,-17,0,6,9,-3,-4,NAN
0,7,29,3,4,5,-8,11,NAN
-3,-7,-26,-12,-20,-14,-10,-4,NAN
11,4,12,9,0,-51,-16,-12,NAN
-21,-6,-10,14,27,-34,-11,-4,NAN
20,-1,2,3,-3,-5,-15,44,NAN
-12,-5,-10,-12,-20,-9,-29,-34,NAN
-2,0,-10,-15,-14,19,27,33,NAN
2,0,4,-2,-4,17,-5,-21,NAN
-8,-4,-11,4,11,-30,-49,-31,NAN
-9,2,14,17,21,28,85,33,NAN
2,-5,-1,10,11,19,10,-34,NAN
26,-2,-18,-16,-25,-32,-53,19,NAN
11,6,-8,8,12,9,-18,14,NAN
6,5,6,8,5,-21,2,15,NAN
-10,-7,0,2,1,-9,43,2,NAN
0,0,-2,-4,3,-6,15,-26,NAN
4,-7,-9,1,2,25,34,34,NAN
10,8,7,1,8,14,10,16,NAN
-3,-1,6,-2,-8,48,64,0,NAN
-4,-4,-12,-2,-2,-56,-38,-4,NAN
1,2,11,5,-5,-6,-46,-13,NAN
-14,-9,-10,-14,-4,-2,56,-12,NAN
-9,15,30,-3,-3,35,-11,-15,NAN
-7,-2,0,15,-3,-57,-64,-53,NAN
-5,-5,-9,-6,-1,-30,-14,20,NAN
0,-18,-19,-8,-3,-2,-11,5,NAN
38,9,-9,-7,-6,29,30,18,NAN
-4,-4,9,4,9,42,54,-10,NAN
-42,2,-4,2,5,-10,28,-14,NAN
13,4,-5,-3,-4,-5,-66,-8,NAN
-31,-1,25,18,22,7,-21,-5,NAN
-20,-1,3,-4,-14,-22,25,11,NAN
-29,-12,-22,-10,3,19,7,-7,NAN
6,2,2,7,14,-19,-67,-5,NAN
-29,-13,-18,-3,1,18,-8,-34,NAN
0,-4,4,-11,4,71,98,29,NAN
38,30,34,12,-26,-106,-100,1,NAN
-13,-14,-21,-4,4,83,0,-6,NAN
11,7,13,7,1,-23,25,-17,NAN
-5,-9,-25,-10,-3,18,-36,-3,NAN
-17,-8,6,2,9,3,58,-17,NAN
3,-14,-41,-22,-23,-13,33,22,NAN
10,-6,-14,7,2,-55,-51,6,NAN
0,-4,-4,2,-3,-24,5,14,NAN
3,-8,-6,-2,-2,14,-29,-8,NAN
-13,-6,3,-5,-8,-28,-102,-33,NAN
14,-15,-27,-11,0,43,59,12,NAN
1,17,30,12,17,34,20,2,NAN
-1,-12,-10,-13,-17,-32,24,24,NAN
-1,-4,-7,0,2,30,42,-6,NAN
-8,-3,4,-1,19,52,11,-15,NAN
-12,-2,-19,-10,-22,-46,-27,13,NAN
-27,1,13,-4,-22,-50,29,0,NAN
5,-3,-1,-3,-1,40,78,17,NAN
-33,-21,-41,-11,-5,6,75,15,NAN
34,20,24,21,29,60,8,-19,NAN
-6,-6,-18,-13,2,4,92,24,NAN
10,9,7,-1,-10,-19,41,-2,NAN
-5,9,11,-4,-20,-60,-105,-11,NAN
-23,-14,-8,-5,7,72,83,6,NAN
7,4,-7,3,14,48,25,-9,NAN
14,-1,24,8,-14,-74,-128,-30,NAN
-15,4,10,0,-9,-3,-68,-25,NAN
-13,0,-5,-7,-1,-24,-73,-48,NAN
-17,-6,-1,1,-1,17,0,-7,NAN
11,6,6,6,20,51,58,47,NAN
9,-20,-29,-12,-21,-27,-45,-11,NAN
-9,5,9,3,5,-56,-20,4,NAN
-12,-7,-7,-16,-39,-105,-60,-45,NAN
-1,-4,-2,-3,-2,-20,57,-19,NAN
70,12,5,10,20,88,120,91,NAN
-41,-20,-29,-12,-11,-71,-31,-24,NAN
7,4,4,-1,-19,-70,-101,-44,NAN
-8,-3,-4,-12,1,61,90,38,NAN
6,-1,-3,-2,-13,10,-45,-41,NAN
-28,-17,-6,-11,-5,24,73,36,NAN
