C1,C2,C3,C4,C5,C6,C7,C8,Marker
25,9,18,15,3,6,14,3,NAN
-28,-27,-5,11,-2,-17,-19,13,NAN
-2,18,-12,-5,-7,16,7,-29,NAN
-6,8,45,8,6,-14,-37,-29,NAN
21,-3,-23,2,8,10,8,-3,NAN
-34,-29,-21,-30,-15,-17,12,-19,NAN
1,-8,-24,-12,1,12,8,15,NAN
17,9,7,17,-3,-10,-19,5,NAN
-6,27,31,14,3,-1,41,8,NAN
-5,-31,-25,-11,5,12,-21,-5,NAN
-8,-5,6,11,1,0,8,30,NAN
10,3,2,-23,-1,0,6,-27,NAN
-16,-19,-8,-3,-4,-12,-8,-11,NAN
65,35,8,-9,4,18,-20,45,NAN
-31,-17,39,10,-2,-4,28,27,NAN
16,-1,-41,11,10,11,9,17,NAN
-45,12,-5,-20,-10,-3,-10,-30,NAN
0,-10,-7,3,2,-6,-7,-53,NAN
26,-23,50,22,2,23,-6,28,NAN
-44,16,-80,-58,-19,-31,-8,-69,NAN
46,-12,29,4,9,4,-4,55,NAN
-1,5,-51,-5,4,18,20,7,NAN
0,-16,-9,-6,-7,-9,-10,-58,NAN
2,-9,17,10,1,-5,7,46,NAN
-16,11,-12,16,3,1,3,-48,NAN
55,18,28,-1,2,-2,-13,-7,NAN
-44,-12,-6,-2,-5,-20,-2,-12,NAN
43,20,65,0,-6,6,-1,8,NAN
2,-12,-94,-32,-7,-1,24,25,NAN
-25,-2,57,16,6,3,-5,20,NAN
34,-1,-36,-21,-3,2,22,30,NAN
-17,8,91,36,3,2,12,-11,NAN
-1,-5,-70,-22,-2,-7,-1,8,NAN
-4,13,12,10,0,-9,9,-21,NAN
-17,7,-24,-17,-1,16,23,-12,NAN
45,-2,8,16,8,29,-20,31,NAN
-48,-10,-69,-32,-7,-12,-13,-43,NAN
32,15,34,14,2,-18,35,-15,NAN
-33,-15,33,14,0,-17,-57,-14,NAN
-2,-8,-38,-4,1,6,16,29,NAN
-58,15,89,29,7,1,-20,24,NAN
16,-3,-49,-32,-9,10,20,-64,NAN
20,-11,-49,4,-3,-5,9,15,NAN
-41,16,-1,11,1,-23,-26,-15,NAN
32,-27,-20,-18,-7,4,21,13,NAN
-5,2,49,26,4,1,-18,42,NAN
-2,10,4,1,-2,-12,7,-17,NAN
33,7,3,2,1,9,11,71,NAN
14,0,-21,1,1,1,1,-6,NAN
-13,-22,40,15,2,8,-6,33,NAN
18,13,-25,-32,-7,0,-6,-3,NAN
-31,-7,25,3,2,9,21,17,NAN
-5,17,-4,12,-2,-16,-10,-35,NAN
15,-7,8,4,-6,3,-2,46,NAN
-10,20,-89,-34,-7,-1,-31,-36,NAN
-17,-6,14,-21,-6,-11,-13,-22,NAN
18,-14,57,28,-2,-4,13,-1,NAN
-26,8,-67,-27,4,19,-31,15,NAN
28,0,69,52,12,17,-3,-41,NAN
13,13,10,-28,-10,-1,29,41,NAN
16,-11,-87,-16,2,9,-16,-62,NAN
-30,-8,26,15,-5,-24,2,11,NAN
0,-14,20,0,-1,13,-16,-6,NAN
-22,-10,-39,-8,-3,-11,-6,-42,NAN
17,-2,35,16,-6,-20,-19,28,NAN
21,6,33,12,3,16,7,-21,NAN
-7,9,-8,-8,5,-3,-1,37,NAN
22,0,4,2,4,10,2,-44,NAN
-53,-13,-15,-5,-6,-3,-4,-21,NAN
13,-13,0,11,7,0,8,27,NAN
2,1,-2,-1,-5,-13,6,7,NAN
-8,5,-21,0,-6,-8,-4,1,NAN
-5,-35,42,36,5,5,6,-16,NAN
5,20,-61,-55,-9,-8,-29,-36,NAN
7,23,15,10,10,15,6,20,NAN
-36,-14,-71,-24,-11,-8,8,-10,NAN
88,9,57,18,2,-18,4,38,NAN
-29,-21,-5,9,-4,9,1,29,NAN
2,1,7,-31,-6,-6,-15,0,NAN
-3,-8,-6,12,12,11,4,-4,NAN
-20,4,11,-2,-2,-4,11,30,NAN
5,11,-4,9,2,5,7,-39,NAN
12,-14,40,8,1,-4,7,30,NAN
-29,-8,-57,-17,-6,-8,-12,-7,NAN
-9,44,51,1,2,7,7,3,NAN
-8,-14,-39,-16,-13,-17,-45,-19,NAN
6,-10,-23,5,3,1,12,-22,NAN
19,0,94,26,1,-2,0,28,NAN
-9,-2,-60,-26,-4,10,1,-55,NAN
-8,-24,-7,4,1,-8,10,26,NAN
-7,43,29,3,-7,-11,18,17,NAN
45,-19,-30,5,-7,-27,2,22,NAN
-8,-16,56,-3,4,17,-34,-31,NAN
-74,4,-72,-19,-5,-6,-6,-24,NAN
31,3,6,8,1,0,-21,28,NAN
12,7,18,2,-10,-22,27,3,NAN
0,-8,-18,6,10,28,-36,18,NAN
-24,-13,32,1,-6,-10,24,-27,NAN
4,-19,62,17,15,4,-15,-10,NAN
4,2,-87,-9,1,15,0,-10,NAN
20,17,-50,-35,-17,-30,-17,0,NAN
47,8,53,18,16,53,20,19,NAN
-7,1,-2,13,-3,-9,-3,11,NAN
-27,1,54,-5,-3,14,-13,8,NAN
29,-18,19,24,6,7,10,30,NAN
10,32,-103,-87,-19,-30,-3,-59,NAN
-32,12,18,10,-6,-18,-14,-4,NAN
0,-19,103,36,12,17,-2,-4,NAN
0,20,-70,-56,-14,-10,3,5,NAN
-19,-28,4,18,3,-5,-3,12,NAN
-3,-1,-4,-6,-4,-5,8,-1,NAN
18,38,24,-20,2,8,2,15,NAN
-6,2,-8,14,9,17,10,6,NAN
-3,-21,29,15,-4,-21,6,9,NAN
22,-22,-44,-17,-5,18,-32,-38,NAN
-19,3,7,10,0,-17,19,14,NAN
22,-7,-8,-6,4,26,-46,0,NAN
-19,1,21,4,-1,1,-4,6,NAN
-1,-3,5,5,2,-1,32,-28,NAN
-21,-18,-41,-7,-2,-14,-47,-16,NAN
-8,4,-4,-18,-1,11,25,4,NAN
-11,3,92,41,-6,-26,-3,-14,NAN
10,-23,-89,-31,-6,6,-5,4,NAN
4,10,-44,-39,-12,-3,13,29,NAN
-21,-5,40,25,4,10,-25,-8,NAN
34,8,71,29,8,-2,-9,1,NAN
-41,-21,-31,-10,-8,-27,21,-28,NAN
48,14,28,12,11,37,-7,3,NAN
-21,-5,20,-2,-9,-21,6,18,NAN
10,7,-1,-1,1,1,-5,20,NAN
14,7,-33,-5,0,4,7,12,NAN
-16,4,-20,-2,-1,-4,-5,-5,NAN
3,-7,3,13,-2,-11,5,1,NAN
12,-4,-40,5,5,1,5,15,NAN
-63,15,79,9,-16,-18,11,-16,NAN
91,-7,-4,10,11,21,-18,39,NAN
-9,2,-19,-34,-12,-13,23,-46,NAN
7,-10,-26,16,2,-8,-27,-24,NAN
-24,11,-41,-42,0,23,18,9,NAN
18,-2,-1,9,-3,-13,65,-1,NAN
-20,3,37,12,5,-14,-53,-25,NAN
-6,4,-1,-15,-8,5,34,33,NAN
10,-16,87,34,9,12,4,38,NAN
10,6,-72,-42,3,23,-4,-26,NAN
-3,7,-69,4,2,-8,1,14,NAN
-61,-8,93,23,2,0,-5,-33,NAN
91,-6,-57,-18,-2,1,6,28,NAN
-31,6,68,26,-3,-10,10,9,NAN
13,4,11,33,11,-3,-2,35,NAN
-7,13,-52,-23,0,15,-5,-10,NAN
-6,4,22,6,-4,-10,-5,-10,NAN
-42,-11,2,6,-1,-6,-20,-17,NAN
15,2,8,0,-4,-7,17,18,NAN
-4,-9,9,1,-2,12,-6,0,NAN
-5,-16,-7,3,1,-3,0,6,NAN
-5,-3,-35,-5,-10,-11,-27,-18,NAN
-30,11,49,-2,5,14,-1,-15,NAN
24,-5,-42,-13,2,-5,5,21,NAN
3,1,-10,-4,-9,-11,-23,-33,NAN
-22,5,25,8,2,-10,-17,-36,NAN
22,5,-70,-33,-12,6,0,-5,NAN
17,-12,39,11,3,-15,32,-26,NAN
-2,9,-4,-7,-3,13,-41,10,NAN
-13,3,-25,-7,-4,-9,8,-17,NAN
-30,-16,61,36,5,-5,-5,7,NAN
3,12,-51,-49,-6,2,-6,3,NAN
0,14,-60,-16,-9,-22,0,-39,NAN
-29,-24,55,35,10,11,49,33,NAN
-40,-10,-61,-31,-8,-8,-44,-5,NAN
53,14,65,34,10,8,-29,28,NAN
-21,-12,-36,-19,-5,-7,-11,-10,NAN
-15,17,-11,-10,-11,-16,-15,-35,NAN
40,1,13,24,7,-10,17,60,NAN
-36,4,0,0,6,39,9,-13,NAN
-11,-9,23,5,1,-10,-27,-14,NAN
40,4,-14,-4,6,9,32,23,NAN
-32,-3,23,-1,-1,6,17,-44,NAN
-7,4,-40,-6,-7,-24,-7,14,NAN
14,4,46,12,-5,-18,53,30,NAN
-17,-35,-47,-6,6,17,-47,-4,NAN
-29,10,66,-2,-10,6,16,-24,NAN
30,-2,-11,5,-2,-7,11,43,NAN
37,26,-8,-9,7,15,15,-13,NAN
-30,-23,59,28,0,-30,12,-35,NAN
44,-2,-42,-18,-9,2,-11,36,NAN
19,4,-27,-25,-2,1,-12,21,NAN
-28,-30,48,32,2,-14,-3,22,NAN
22,53,-8,-12,-2,2,-19,-15,NAN
115,120,127,127,127,118,127,118,NAN
-24,-17,-15,4,-4,-15,5,-30,NAN
18,-9,7,5,2,9,-6,26,NAN
-14,2,9,-7,0,6,-16,-8,NAN
126,120,77,121,127,127,97,96,NAN
-23,8,-11,-8,1,-1,-28,-25,NAN
-56,0,-4,-5,11,34,10,-38,NAN
37,-11,-2,10,-2,-22,-17,13,NAN
107,124,127,127,116,97,127,127,NAN
78,-3,30,18,1,8,7,0,NAN
-41,10,-73,-21,-4,6,19,-40,NAN
-6,-11,29,10,0,-8,-16,-22,NAN
127,123,127,127,127,127,127,98,NAN
-8,0,-68,-28,-7,-3,1,6,NAN
-17,-6,27,-1,-2,-6,1,-9,NAN
12,-3,-31,1,-5,6,15,11,NAN
108,118,92,113,123,123,118,127,NAN
-8,1,27,12,-3,-3,1,-31,NAN
-1,-17,-45,1,1,-16,-11,30,NAN
-9,4,8,-36,-13,13,18,21,NAN
127,124,117,127,124,124,117,114,NAN
10,23,-108,-90,-16,1,11,8,NAN
41,13,34,14,9,-7,-42,15,NAN
-14,-9,30,11,2,10,20,-16,NAN
105,108,116,127,127,127,127,33,NAN
-60,-40,41,20,-1,-22,-9,-69,NAN
4,24,18,-1,-4,-12,19,22,NAN
17,6,-85,-18,2,-1,-27,8,NAN
72,119,115,125,124,127,127,74,NAN
-15,22,15,-6,2,-14,-21,-61,NAN
-1,-3,13,2,-1,4,-9,2,NAN
-37,-15,21,11,1,2,7,-10,NAN
89,127,127,127,127,127,127,127,NAN
10,-11,18,9,4,35,-15,35,NAN
9,-5,-5,-1,-4,1,8,4,NAN
48,2,9,0,6,2,30,30,NAN
87,99,79,127,127,117,101,124,NAN
-3,23,110,40,-6,-47,-7,4,NAN
-16,-9,-22,-30,4,46,2,-6,NAN
-8,-15,-11,1,-3,2,-11,-12,NAN
96,120,66,99,110,100,110,73,NAN
-11,-21,15,20,0,5,10,-13,NAN
25,-1,-43,1,-6,-21,10,18,NAN
1,21,61,-2,-1,7,2,9,NAN
99,113,43,95,121,127,127,93,NAN
-20,-2,4,4,4,6,-4,12,NAN
40,8,3,15,0,-3,6,-34,NAN
-15,-10,-25,-9,-1,6,10,20,NAN
127,127,127,127,127,127,123,127,NAN
26,1,-29,-17,10,34,9,11,NAN
-13,-11,15,1,6,-4,-1,2,NAN
18,9,-25,-9,-8,-17,-20,-6,NAN
122,115,127,127,124,109,127,126,NAN
4,-6,-48,-7,0,3,28,28,NAN
-16,-8,-4,-15,-17,-32,-2,-14,NAN
-44,-9,-28,-9,-11,14,-22,7,NAN
126,127,125,127,119,121,127,127,NAN
-43,-7,18,11,0,-1,24,0,NAN
44,16,8,-6,-7,-2,19,-11,NAN
-50,-22,14,16,3,-3,-19,-42,NAN
127,127,98,90,115,127,82,67,NAN
-46,-13,-31,-7,-10,-8,-5,-19,NAN
32,30,13,-9,2,5,-7,30,NAN
34,-5,-4,-3,-1,-6,3,-27,NAN
122,109,127,127,127,127,127,127,NAN
27,-2,-75,-24,1,0,-58,6,NAN
-9,-12,16,9,-1,-5,9,15,NAN
0,14,26,5,-6,-11,4,22,NAN
87,89,127,127,127,116,127,127,NAN
44,6,26,15,-1,-4,45,32,NAN
-12,-27,51,22,1,-10,-57,-90,NAN
27,20,-73,-24,-6,15,-1,82,NAN
0,127,107,127,127,127,127,127,NAN
-21,5,29,17,4,-8,-5,-13,NAN
22,14,-93,-42,-20,-5,45,40,NAN
10,-13,45,15,22,23,-27,10,NAN
79,120,127,127,127,127,121,121,NAN
2,2,5,9,-2,0,6,25,NAN
-31,-6,61,22,7,7,3,15,NAN
41,5,-59,-52,-14,-13,16,-11,NAN
106,127,127,127,127,127,127,105,NAN
-13,3,16,-8,3,6,9,24,NAN
-47,-5,40,10,0,-7,7,-8,NAN
0,-6,-35,0,-3,1,-22,-36,NAN
55,119,127,127,127,127,127,107,NAN
12,16,21,-2,-3,-16,5,-4,NAN
29,0,2,10,9,25,-22,21,NAN
-22,6,31,12,-2,-21,10,9,NAN
127,127,82,118,113,106,83,99,NAN
5,-2,-62,-22,-5,-21,-16,-3,NAN
-20,-9,-24,-4,-3,-8,-8,10,NAN
25,-6,85,48,20,0,5,-15,NAN
127,127,127,127,127,118,99,106,NAN
41,-8,5,3,2,10,-12,-39,NAN
11,15,5,-10,-3,-9,0,-13,NAN
-44,-11,-38,-18,-10,-12,-4,-28,NAN
107,111,103,119,118,115,127,49,NAN
2,-14,15,1,-3,-3,8,30,NAN
20,-3,25,11,4,-4,10,-17,NAN
-3,1,0,9,-4,5,2,29,NAN
127,125,127,127,127,122,127,123,NAN
23,6,-22,-16,-8,5,-2,4,NAN
-22,-12,13,13,-4,-3,9,-14,NAN
-2,-7,-7,4,-2,-2,19,-23,NAN
106,107,127,127,127,124,127,127,NAN
-43,-2,-22,-16,-12,-21,-47,-74,NAN
34,6,-43,-29,-6,12,6,0,NAN
-21,4,2,-2,-3,2,2,-49,NAN
127,127,127,127,121,110,127,127,NAN
-51,-21,71,35,0,-6,22,20,NAN
-22,-2,-42,-31,-7,-19,-46,-31,NAN
-18,12,16,15,9,27,14,16,NAN
127,127,124,127,127,114,126,75,NAN
-12,21,-51,-25,-5,-1,-6,2,NAN
30,-8,22,13,2,13,-10,-4,NAN
-38,-24,-13,17,-1,-17,-14,10,NAN
100,111,127,127,127,127,127,81,NAN
9,-16,-4,4,4,6,-27,-73,NAN
-39,3,-3,6,0,-2,-4,62,NAN
33,24,30,5,1,-13,-5,-21,NAN
127,127,61,92,126,127,127,127,NAN
10,-26,-39,3,-2,-3,5,54,NAN
-42,5,110,35,9,-13,1,-36,NAN
5,-12,-94,-55,-11,16,-10,14,NAN
127,127,111,127,127,127,119,127,NAN
-6,-9,13,10,0,-5,26,29,NAN
-3,-2,4,-3,0,3,-23,-66,NAN
22,11,41,13,-1,-6,24,50,NAN
72,93,123,127,127,127,127,127,NAN
-11,-3,6,-7,-1,14,25,-10,NAN
-22,-5,-14,4,-7,-14,-18,-41,NAN
-3,-7,12,-9,-4,-14,-10,-8,NAN
127,122,127,124,126,118,122,127,NAN
17,6,59,21,4,-20,-15,8,NAN
-30,-16,-5,0,-1,5,35,15,NAN
-15,-1,-8,-2,-6,-9,12,-2,NAN
111,127,127,112,116,114,97,75,NAN
5,-1,-67,-38,-16,-10,10,-23,NAN
-19,-12,-49,10,3,0,25,47,NAN
57,13,18,5,6,39,-22,-43,NAN
127,127,127,127,127,127,127,127,NAN
-38,21,-36,-14,-5,-10,9,-25,NAN
8,-25,-5,9,8,29,-14,22,NAN
-11,-15,30,6,-1,-15,7,-24,NAN
127,126,56,89,127,127,127,127,NAN
-37,-22,49,17,8,34,35,8,NAN
28,8,17,-1,-2,-9,-10,9,NAN
-62,-32,27,38,4,-21,11,43,NAN
119,111,28,57,116,115,118,112,NAN
-13,-17,-16,9,13,17,28,4,NAN
22,2,-11,-7,-6,-18,-36,-19,NAN
-61,15,-17,-4,2,17,25,52,NAN
111,121,101,127,122,124,127,127,NAN
14,5,-27,-21,-3,-11,-47,0,NAN
14,4,-21,6,-2,-8,7,-10,NAN
-8,-1,-2,-12,-2,0,12,-8,NAN
111,127,119,122,115,127,114,127,NAN
15,7,63,24,8,28,3,59,NAN
-2,-2,18,0,-3,4,59,-3,NAN
-25,6,-39,-29,-5,-17,-24,-14,NAN
127,127,111,120,110,109,127,96,NAN
12,-3,-32,-9,-4,-3,-8,-18,NAN
16,5,29,6,3,3,25,43,NAN
-24,-6,12,11,3,5,5,-43,NAN
124,112,127,127,127,114,94,99,NAN
34,15,35,-1,-3,-4,-15,-6,NAN
-23,-2,-59,-5,-4,-2,8,0,NAN
64,7,-43,-20,-5,-4,-7,5,NAN
114,113,103,127,127,127,79,107,NAN
43,7,52,2,4,4,-15,41,NAN
-46,-13,-15,-5,-1,15,-21,-67,NAN
27,-1,13,0,1,-7,-6,-1,NAN
127,111,124,124,120,123,69,75,NAN
-2,-9,23,11,-4,-19,-5,-7,NAN
23,8,11,-8,7,12,-8,9,NAN
-16,-10,6,3,-3,1,9,6,NAN
127,127,127,127,127,127,127,127,NAN
-48,-16,51,18,5,1,9,-12,NAN
-18,6,-87,-42,-11,-5,7,9,NAN
57,9,62,22,1,-8,13,3,NAN
127,124,127,127,127,125,95,104,NAN
-25,-16,26,19,-5,-25,17,-11,NAN
-8,6,36,11,8,29,-20,20,NAN
-11,-15,33,21,0,-9,-1,-15,NAN
127,127,95,121,127,127,127,127,NAN
-14,-6,18,12,7,19,-63,-38,NAN
-11,-12,9,-8,0,2,17,-14,NAN
-1,-9,-35,-13,-8,-9,0,10,NAN
80,108,113,108,124,127,127,92,NAN
-20,9,-31,-12,-6,-4,44,-12,NAN
11,-10,-5,-5,5,8,-31,32,NAN
26,2,-8,4,1,1,-22,-54,NAN
127,127,127,127,121,91,104,121,NAN
27,-11,-43,-9,1,-3,14,-17,NAN
-25,18,48,-9,-8,-5,-8,-27,NAN
-24,-14,38,18,7,6,8,-13,NAN
103,127,127,109,122,117,127,127,NAN
-44,7,-93,-32,-12,-20,-5,-25,NAN
-46,-7,44,18,4,3,-23,-12,NAN
42,14,-59,-43,-4,10,4,61,NAN
111,127,127,127,127,111,107,90,NAN
-5,-2,3,-3,3,1,-34,-41,NAN
-4,-11,-7,-2,-11,-20,45,24,NAN
10,14,-15,-8,6,11,-21,17,NAN
127,127,117,127,127,127,127,127,NAN
71,16,19,5,0,-1,5,45,NAN
19,0,-4,-3,-5,-12,-46,-39,NAN
-38,-28,14,19,8,4,6,4,NAN
127,127,114,127,127,127,127,127,NAN
-11,-7,13,-1,3,-12,-14,-10,NAN
-9,11,18,-12,-8,8,-1,-36,NAN
2,-7,-24,-10,0,3,-5,10,NAN
69,116,84,88,113,117,127,81,NAN
101,16,-4,-7,3,18,26,90,NAN
24,-24,32,37,13,13,17,12,NAN
-39,10,-75,-57,-17,-19,-8,-24,NAN
127,124,119,118,125,119,113,90,NAN
-58,-14,-97,-37,-12,17,11,12,NAN
64,0,-12,8,1,-12,7,-31,NAN
8,5,31,13,14,28,23,34,NAN
43,103,109,112,123,127,127,127,NAN
-5,-3,13,10,5,3,-29,14,NAN
-17,-2,41,22,2,2,26,8,NAN
45,16,-46,-28,-4,-4,4,26,NAN
127,127,127,127,127,127,127,127,NAN
1,-5,20,0,-2,-1,3,-16,NAN
20,-7,0,13,4,-2,9,12,NAN
-15,-32,1,6,-9,-27,-23,-39,NAN
127,127,127,127,127,127,124,88,NAN
-24,6,23,21,7,-11,22,-23,NAN
-32,-6,18,-3,-5,-7,-39,9,NAN
-41,-14,17,16,-6,-3,7,-12,NAN
31,127,86,119,127,127,127,127,NAN
-52,-4,25,12,-5,-1,-18,-36,NAN
49,27,14,10,9,10,8,45,NAN
-15,13,29,4,-10,7,-17,-1,NAN
127,114,127,127,127,127,127,95,NAN
7,-9,22,13,1,8,29,55,NAN
-43,-2,-25,-19,1,-13,-6,-2,NAN
31,8,-20,-9,-12,-16,10,-27,NAN
48,122,124,100,117,114,127,68,NAN
14,6,-100,-24,-7,-19,-13,16,NAN
-45,-9,-3,-25,-11,6,15,8,NAN
-13,-10,72,31,2,-12,-22,-37,NAN
127,127,125,115,120,127,127,117,NAN
-17,-11,10,-17,-8,-5,-17,-35,NAN
-2,-11,-96,-18,-3,3,14,26,NAN
7,-3,-13,3,7,-2,-38,-4,NAN
127,127,65,127,127,127,120,116,NAN
0,6,2,-2,4,3,-14,17,NAN
-9,-5,-17,-5,-5,-10,22,16,NAN
-15,-20,6,-2,-6,-5,-31,-52,NAN
105,103,33,112,124,89,78,127,NAN
-9,-1,59,27,3,-2,19,-29,NAN
-36,-12,-35,-18,-10,-44,-20,-40,NAN
35,26,24,10,22,35,33,91,NAN
127,123,127,122,121,113,95,127,NAN
7,6,78,5,-1,-3,0,12,NAN
-17,-4,0,7,0,12,41,-24,NAN
7,-10,2,4,-3,-12,-28,-29,NAN
127,127,127,127,126,127,127,111,NAN
-7,3,6,-2,-3,5,24,42,NAN
-6,-3,6,6,0,-14,-38,39,NAN
9,8,-15,-18,-5,6,29,-16,NAN
77,111,102,126,122,106,116,97,NAN
-19,-14,-20,-3,-9,-29,-2,-31,NAN
33,7,6,-5,-4,23,-14,21,NAN
-43,3,-5,-11,-1,13,30,-8,NAN
127,127,111,127,127,127,114,127,NAN
-9,-2,0,-3,0,1,-6,25,NAN
-10,-24,12,3,-1,-5,-1,-18,NAN
-18,4,36,9,-4,-21,13,15,NAN
127,127,127,127,127,127,127,127,NAN
-33,-11,48,22,-4,-17,-1,13,NAN
82,17,10,5,8,6,-9,-9,NAN
-30,-5,21,-7,-4,-4,-1,14,NAN
127,113,110,127,127,127,102,39,NAN
97,30,51,14,12,29,17,71,NAN
-34,-9,-42,0,0,2,12,10,NAN
-19,-7,31,18,4,-16,-23,-21,NAN
57,115,127,127,115,103,127,127,NAN
4,-1,1,6,5,14,-6,13,NAN
-32,-3,12,-13,-2,11,-12,-15,NAN
22,-4,-15,10,0,-12,20,31,NAN
49,100,127,113,124,121,124,113,NAN
-9,-15,45,15,0,-3,-34,-46,NAN
-24,8,17,-3,-14,-13,-22,-34,NAN
36,6,-9,-7,5,12,27,13,NAN
127,127,127,127,127,127,127,127,NAN
-35,-9,21,4,-4,4,4,-37,NAN
6,-9,-40,3,3,-14,-7,-8,NAN
-48,-20,15,-8,-6,-8,-1,-21,NAN
109,127,124,127,117,87,112,127,NAN
20,1,-28,-11,-1,-4,-2,-38,NAN
1,-21,-2,9,5,-1,2,8,NAN
22,0,-8,-5,-6,-6,-24,-26,NAN
127,127,119,127,122,88,96,127,NAN
-12,-4,-18,-16,-8,-16,-45,13,NAN
16,-1,21,-5,-5,-20,-31,-78,NAN
-30,-19,-39,-12,-6,6,10,95,NAN
108,122,127,127,123,120,124,105,NAN
-60,-7,26,-1,-9,-22,-30,-34,NAN
-86,-14,-63,-17,3,0,-15,-45,NAN
92,10,45,27,6,2,12,55,NAN
105,127,127,127,127,126,122,102,NAN
33,-2,57,37,8,6,32,61,NAN
-15,14,-67,-80,-29,-31,-21,19,NAN
50,18,67,37,14,-1,-13,-68,NAN
127,127,125,127,125,120,127,127,NAN
48,2,14,8,0,-6,9,13,NAN
3,-5,14,24,10,12,16,-33,NAN
-33,-1,-57,-26,-6,-9,-24,11,NAN
127,127,127,127,127,127,114,122,NAN
-87,-5,-7,-14,8,20,4,-100,NAN
23,15,11,8,-9,-4,8,25,NAN
-58,-21,-3,-3,-8,-4,-9,-80,NAN
66,104,33,102,119,100,94,95,NAN
-34,-7,-43,-12,-7,12,-10,16,NAN
15,2,52,35,10,-8,-1,1,NAN
-41,0,-10,-21,-10,-8,22,-42,NAN
127,121,45,79,117,117,127,127,NAN
-65,-5,-45,3,4,-3,9,29,NAN
-34,-17,18,23,4,-7,-4,-31,NAN
83,16,-16,-24,-11,12,-11,59,NAN
127,127,118,126,116,94,105,127,NAN
7,-1,-72,-41,-14,-12,-10,-2,NAN
-14,-6,47,6,5,3,26,42,NAN
-21,-5,-56,4,4,17,-25,-31,NAN
102,127,127,127,127,127,127,89,NAN
-8,-6,-80,-30,-8,2,15,-42,NAN
50,14,74,26,2,4,28,93,NAN
-65,-25,-37,1,-13,-55,-46,-74,NAN
86,98,107,115,111,102,127,127,NAN
31,18,24,15,8,25,23,18,NAN
73,1,-19,-5,1,18,31,20,NAN
17,2,42,12,-1,-13,-9,45,NAN
106,127,120,127,127,120,106,125,NAN
-24,-3,32,17,4,-9,1,41,NAN
-20,1,1,27,12,15,25,23,NAN
70,33,48,5,-1,6,12,5,NAN
35,127,127,127,127,127,127,24,NAN
111,19,26,10,27,73,-48,42,NAN
-73,-6,-17,-6,-3,9,8,7,NAN
-55,-26,-22,-9,-3,0,6,-8,NAN
127,127,125,127,127,127,127,127,NAN
82,7,75,45,3,-16,12,38,NAN
-49,3,-81,-85,-27,-12,-26,-53,NAN
32,37,2,23,23,37,20,28,NAN
99,127,127,94,127,127,95,25,NAN
-30,-28,38,16,-6,-33,0,5,NAN
-47,-5,-8,4,-1,-4,-30,13,NAN
2,-12,27,-1,3,18,7,8,NAN
127,127,111,127,123,118,127,127,NAN
-22,-2,-23,-14,-7,-19,11,-29,NAN
-73,-8,24,17,-3,-11,-3,35,NAN
21,-18,-16,-4,7,31,-14,8,NAN
123,127,127,126,123,127,118,127,NAN
53,32,-122,-78,-19,-16,-2,26,NAN
38,17,19,10,3,15,4,-28,NAN
-90,-21,-8,4,-15,-48,-15,68,NAN
127,127,112,127,125,105,127,127,NAN
37,9,13,7,1,-8,34,43,NAN
27,-7,-15,2,5,-22,-28,-4,NAN
-44,-21,15,-6,-7,-8,10,-32,NAN
127,126,127,118,119,114,127,103,NAN
-100,-19,-24,-10,-8,-8,-19,-113,NAN
45,2,29,15,1,0,-12,63,NAN
-9,10,45,29,18,25,25,12,NAN
127,121,49,107,122,120,89,127,NAN
4,-3,9,14,6,25,-9,-31,NAN
-24,-12,-2,-5,-1,1,3,1,NAN
-24,-2,-13,-7,-12,-30,-28,26,NAN
95,127,127,127,127,127,102,127,NAN
66,36,18,-4,15,40,23,84,NAN
-28,-12,-24,-10,-7,-3,-13,-42,NAN
63,5,-10,4,-4,-29,-19,0,NAN
127,127,33,67,127,127,92,127,NAN
-20,-34,33,22,0,-21,-32,-101,NAN
57,23,-28,-13,7,23,22,83,NAN
-21,1,-13,-3,-4,0,-1,-40,NAN
55,127,127,127,123,119,95,71,NAN
-102,-13,-51,-13,-11,-16,-3,-13,NAN
117,24,-29,-31,-5,4,6,15,NAN
-31,-2,23,13,6,12,15,-30,NAN
104,121,127,127,127,127,127,123,NAN
36,9,28,-7,1,17,28,1,NAN
10,12,29,18,-1,-10,-3,-20,NAN
-7,1,6,-4,12,29,-51,8,NAN
127,127,127,127,127,127,127,127,NAN
42,5,23,17,17,22,-1,69,NAN
-55,-1,-16,-6,-2,1,5,-45,NAN
-22,-12,2,-3,-7,13,-16,9,NAN
44,107,119,127,127,127,127,116,NAN
-34,-18,-95,-28,-12,-30,-26,-32,NAN
-7,-9,58,15,1,6,4,29,NAN
-37,-2,-5,-11,-3,-7,20,-56,NAN
31,4,-15,-4,6,11,-13,69,NAN
-39,-6,14,12,-5,-12,2,-13,NAN
11,-2,7,-8,-3,-8,6,9,NAN
18,-8,-32,-5,-7,-2,-26,-33,NAN
-81,-15,-6,-3,-5,-9,-13,-46,NAN
89,24,6,4,-1,-6,19,36,NAN
-56,-25,10,12,0,1,-41,-3,NAN
50,8,16,-4,-4,-9,55,68,NAN
-9,-21,-34,0,0,23,-23,-23,NAN
-9,12,21,-13,-7,-4,13,18,NAN
49,17,-29,-3,-2,-1,-2,20,NAN
-86,-37,50,30,12,0,31,29,NAN
-1,47,-53,-58,1,8,-9,13,NAN
