C1,C2,C3,C4,C5,C6,C7,C8,Marker
3,-3,-13,-25,8,-5,-8,9,NAN
-2,-3,-52,-9,-12,-1,-26,-116,NAN
-8,7,-10,0,3,2,8,107,NAN
12,-12,-27,11,12,1,-10,-17,NAN
-50,-12,34,10,0,-9,-18,-2,NAN
-16,18,9,-1,-1,-4,-4,-123,NAN
50,0,-52,-30,-11,0,14,43,NAN
-63,6,-22,2,11,8,8,-3,NAN
15,-17,-9,-14,-16,6,14,-42,NAN
-81,29,-28,-18,-7,-6,-6,0,NAN
100,22,-4,-2,11,8,10,10,NAN
-78,-54,20,12,-6,-6,-1,-3,NAN
-33,-21,25,3,-1,-3,-6,-10,NAN
-22,21,6,-5,19,12,22,27,NAN
5,-12,-30,-13,-8,-2,16,-8,NAN
9,28,25,-15,-7,-7,-8,-18,NAN
-4,11,-3,19,15,8,16,70,NAN
33,-10,39,-32,-21,-12,7,34,NAN
-44,5,92,53,11,5,-20,-36,NAN
30,28,16,-16,37,25,-3,26,NAN
13,36,12,37,-36,-13,4,-24,NAN
56,-46,-65,1,-9,-4,15,37,NAN
56,47,44,11,-1,9,-6,-66,NAN
-29,7,75,68,25,6,-14,14,NAN
-70,-58,4,-54,10,6,10,60,NAN
65,40,-37,42,1,-4,-20,-21,NAN
-88,-9,1,-49,-53,-27,22,-1,NAN
-7,-22,-34,-8,-9,-7,2,-33,NAN
49,-5,23,16,21,12,11,120,NAN
-69,-26,-22,1,15,3,-28,-115,NAN
61,16,-11,13,31,1,9,110,NAN
-11,-15,61,-47,-22,-3,41,36,NAN
-58,-53,-69,60,41,15,-43,-117,NAN
-35,-20,-17,-56,-24,-12,-17,29,NAN
22,32,37,29,-16,-14,-17,-13,NAN
62,41,38,44,17,9,34,127,NAN
