Timestamp, Rotation x, Rotation y, Rotation z, Marker
12540,1.625,10.5,0.5625,0
12560,2.1875,11.0625,0.1875,0
12580,2.8125,11.3125,1.1875,0
12600,3.3125,11.6875,1.1875,0
12620,4.125,11.6875,0.375,0
12640,3.25,13.6875,-0.3125,0
12660,3.625,13.75,0.3125,0
12680,4.375,14.0625,0.875,0
12700,4.3125,12.6875,2.3125,0
12720,4.125,12.1875,1.8125,0
12740,4.75,11.375,0.0625,0
12760,6.6875,9.875,-1.3125,0
12780,6.75,8.5,-0.875,0
12800,7.375,7.875,-0.3125,0
12820,7.75,7.5,0.0625,0
12840,7.625,7.5625,0.125,0
12860,9.625,8.125,1.5,0
12880,8.9375,7.9375,3.0625,0
12900,7.75,9.1875,4.6875,0
12920,7.625,11.125,7.4375,0
12940,8.1875,13.375,10.75,0
12960,11.4375,17,15.1875,0
12980,11.375,20.3125,19.5,0
13000,14.75,27.375,23.125,0
13020,18.3125,33.4375,30.8125,0
13040,15.9375,36.3125,44.0625,0
13060,9.9375,39.125,48.375,0
13080,5.25,45.5625,49.375,0
13100,4.4375,52.1875,56.375,0
13120,5,55,63.75,0
13140,-0.75,55.0625,54.8125,0
13160,4.75,60.25,45.75,0
13180,5.25,61.4375,45.25,0
13200,9.3125,60.875,43.6875,0
13220,14.6875,61,37.5,0
13240,18.75,58.875,32.5,0
13260,20.875,53.9375,29.6875,0
13280,14.6875,47.75,29.6875,0
13300,-25.625,31.25,60.625,0
13320,-60.0625,17.6875,67.375,0
13340,-38.1875,38.8125,27.5625,0
13360,-20.875,38.8125,11.25,0
13380,-0.6875,9.375,6.75,0
13400,-10.5625,-9.6875,-7.5,0
13420,-3.125,-17.4375,0.875,0
13440,-2.8125,-11.375,15.625,0
13460,0.6875,-1.5625,13.875,0
13480,-2.9375,3.6875,3.8125,0
13500,-15.3125,6.0625,-2.5,0
13520,-16.0625,-1.0625,2.6875,0
13540,-11.5625,-6.0625,5.75,0
13560,-4,-5.3125,0.4375,0
13580,6,-3.0625,-2.1875,0
13600,10.25,-4.125,-0.25,0
13620,4.625,-4.8125,-0.5,0
13640,-0.375,-6.9375,-1.1875,0
13660,0.5625,-10.25,1.1875,0
13680,2.0625,-11.3125,0.3125,0
13700,6.3125,-9.4375,-1.0625,0
13720,8,-7.25,0.375,0
13740,7,-5.4375,-0.25,0
13760,5.1875,-4.875,-0.6875,0
13780,1.8125,-3.1875,-1.25,0
13800,0.4375,-0.4375,-2.4375,0
13820,1.6875,1,-3.875,0
13840,3.25,-0.0625,-3.9375,0
13860,3.1875,-1.5625,-3.6875,0
13880,4.125,-2.625,-3.3125,0
13900,4.5625,-2.5,-2.8125,0
13920,4,-2.1875,-2,0
13940,3.25,-2.125,-0.8125,0
13960,2.9375,-1.5625,0,0
13980,3.4375,-1.1875,-0.5,0
14000,3.25,-1.9375,0.25,0
14020,3.4375,-1.875,1,0
14040,2.6875,-1.125,1.375,0
14060,0.0625,-1.1875,1.5625,0
14080,-2.9375,-1.3125,1.0625,0
